src	dst	note
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 04 The Setup.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 04 The Setup.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 01 Razor Plucks.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 01 Razor Plucks.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 16 Scratches.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 16 Scratches.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 05 Simple Plan.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 05 Simple Plan.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 09 Quick Bows.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 09 Quick Bows.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 06 Muted.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 06 Muted.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Space/SP 07 Move It A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Space/SP 07 Move It A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 13 Wasting Time B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 13 Wasting Time B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 09 Quick Bows.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 09 Quick Bows.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 12 Wasting Time A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 12 Wasting Time A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 04 The Setup.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 04 The Setup.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 02 Time Piece.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 02 Time Piece.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 01 Razor Plucks.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 01 Razor Plucks.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 08 Move It B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 08 Move It B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 14 Distress.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 14 Distress.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 03 Choices.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 03 Choices.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 15 Textures.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 15 Textures.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 16 Scratches.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 16 Scratches.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 07 Move It A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 07 Move It A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 10 Painful Wait A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 10 Painful Wait A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 11 Painful Wait B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 11 Painful Wait B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 06 Muted.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 06 Muted.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings - Distortion/DS 05 Simple Plan.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings - Distortion/DS 05 Simple Plan.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/06 Muted.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/06 Muted.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/09 Quick Bows.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/09 Quick Bows.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/12 Wasting Time A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/12 Wasting Time A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/13 Wasting Time B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/13 Wasting Time B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/01 Razor Plucks.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/01 Razor Plucks.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/10 Painful Wait A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/10 Painful Wait A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/16 Scratches.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/16 Scratches.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/07 Move It A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/07 Move It A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/14 Distress.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/14 Distress.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/03 Choices.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/03 Choices.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/04 The Setup.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/04 The Setup.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/05 Simple Plan.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/05 Simple Plan.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/15 Textures.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/15 Textures.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/08 Move It B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/08 Move It B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/02 Time Piece.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/02 Time Piece.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/05 - Strings/Strings/11 Painful Wait B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/05 - Strings/Strings/11 Painful Wait B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/10 Static Bass A.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/10 Static Bass A.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/08 Gritty Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/08 Gritty Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/14 Underworld.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/14 Underworld.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/12 Static Bass C.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/12 Static Bass C.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/13 Club Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/13 Club Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/02 Dark Pulse.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/02 Dark Pulse.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/17 Another Future.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/17 Another Future.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/07 Analog Secret.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/07 Analog Secret.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/11 Static Bass B.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/11 Static Bass B.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/15 Clean Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/15 Clean Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/04 Velvet Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/04 Velvet Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/16 Tech Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/16 Tech Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/06 Subtle Bass.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/06 Subtle Bass.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/01 Drive.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/01 Drive.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/18 Bold Drops.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/18 Bold Drops.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/09 Hunter.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/09 Hunter.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/03 Focus.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/03 Focus.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass/05 Overcast.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass/05 Overcast.mp3	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Endurance SFX/02 - Bass/Bass - Space/SP 14 Underworld.mp3	Endurance SFX（大气深沉3 · 低音节奏感紧张气氛渲染无损音效素材包）/02 - Bass/Bass - Space/SP 14 Underworld.mp3	
